Iteration,Training Error,Validation Error
1,46.9035045607,49.7155858931
2,17.3307729237,22.7531285552
3,7.00912145943,12.172923777
4,3.12049927988,7.50853242321
5,1.80028804609,5.11945392491
6,1.1521843495,4.43686006826
7,0.624099855977,4.09556313993
8,0.408065290446,3.41296928328
9,0.288046087374,3.18543799772
10,0.21603456553,3.2992036405
11,0.144023043687,3.2992036405
12,0.144023043687,3.2992036405
13,0.120019203073,3.18543799772
14,0.096015362458,3.07167235495
15,0.096015362458,3.07167235495
16,0.096015362458,3.18543799772
17,0.096015362458,3.18543799772
18,0.0720115218435,3.18543799772
19,0.048007681229,3.18543799772
20,0.048007681229,3.18543799772
21,0.048007681229,3.18543799772
22,0.048007681229,3.18543799772
23,0.048007681229,3.18543799772
24,0.048007681229,3.18543799772
25,0.048007681229,3.18543799772
26,0.048007681229,3.18543799772
27,0.0240038406145,3.18543799772
28,0.0240038406145,3.18543799772
29,0.0240038406145,3.18543799772
30,0.0240038406145,3.18543799772
31,0.0240038406145,3.18543799772
32,0.0240038406145,3.18543799772
33,0.0240038406145,3.18543799772
34,0.0240038406145,3.18543799772
35,0.0240038406145,3.07167235495
36,0.0240038406145,3.07167235495
37,0.0240038406145,2.95790671217
38,0.0240038406145,2.95790671217
39,0.0240038406145,2.95790671217
40,0.0240038406145,2.95790671217
41,0.0240038406145,2.95790671217
42,0.0240038406145,2.95790671217
43,0.0240038406145,2.95790671217
44,0.0240038406145,2.95790671217
45,0.0240038406145,2.95790671217
46,0.0240038406145,2.8441410694
47,0.0240038406145,2.8441410694
48,0.0240038406145,2.8441410694
49,0.0240038406145,2.8441410694
50,0.0240038406145,2.8441410694
51,0.0240038406145,2.8441410694
52,0.0240038406145,2.8441410694
53,0.0240038406145,2.8441410694
54,0.0240038406145,2.8441410694
55,0.0240038406145,2.95790671217
56,0.0240038406145,2.95790671217
57,0.0240038406145,2.73037542662
58,0.0240038406145,2.8441410694
59,0.0240038406145,2.73037542662
60,0.0240038406145,2.73037542662
61,0.0240038406145,2.8441410694
62,0.0240038406145,2.8441410694
63,0.0240038406145,2.8441410694
64,0.0240038406145,2.8441410694
